,movieId,rating,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
30,31,3.1842105263157894,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,32,3.983050847457627,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
32,34,3.65234375,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33,36,3.8358208955223883,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
34,38,2.125,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,39,3.293269230769231,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
36,40,4.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37,41,3.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
38,42,3.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
39,43,3.1875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40,44,2.5434782608695654,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
41,45,3.3125,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
42,46,3.066666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
43,47,3.9753694581280787,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
44,48,3.1470588235294117,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
45,49,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
46,50,4.237745098039215,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
47,52,3.4642857142857144,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
48,53,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
49,54,2.3333333333333335,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50,55,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51,57,3.0625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52,58,4.027027027027027,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
53,60,3.235294117647059,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
54,61,3.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
55,62,3.70625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
56,63,2.7142857142857144,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
57,64,2.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
58,65,2.532258064516129,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59,66,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
60,68,3.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
61,69,3.775,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62,70,3.5090909090909093,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
63,71,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,72,3.2142857142857144,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
65,73,3.4615384615384617,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
66,74,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
67,75,2.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
68,76,3.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
69,77,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
70,78,3.3333333333333335,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
71,79,2.764705882352941,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
72,80,4.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
73,81,3.107142857142857,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
74,82,3.875,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
75,83,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
76,85,3.857142857142857,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
77,86,3.966666666666667,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78,87,2.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
79,88,3.15625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80,89,3.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
81,92,2.625,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
82,93,2.8333333333333335,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
83,94,3.95,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
84,95,3.0238095238095237,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
85,96,3.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
86,97,3.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
87,99,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
88,100,2.7857142857142856,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
89,101,3.782608695652174,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
90,102,2.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
91,103,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
92,104,3.4393939393939394,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93,105,3.282608695652174,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
94,106,4.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
95,107,3.326923076923077,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
96,108,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
97,110,4.031645569620253,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
98,111,4.105769230769231,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
99,112,3.5434782608695654,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
100,113,3.3333333333333335,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
101,116,3.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
102,117,3.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
103,118,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
104,119,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
105,121,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
106,122,2.65625,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
107,123,4.375,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
108,125,3.5833333333333335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
109,126,2.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110,128,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
111,129,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
112,132,2.8333333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
113,135,2.9516129032258065,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
114,137,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
115,140,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
116,141,3.494186046511628,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
117,144,3.3333333333333335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
118,145,3.2450980392156863,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
119,146,3.3333333333333335,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,147,3.466666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
121,148,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
122,149,2.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
123,150,3.845771144278607,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
124,151,3.5454545454545454,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
125,152,1.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
126,153,2.9160583941605838,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
127,154,3.875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
128,155,2.4166666666666665,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
129,156,3.3333333333333335,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
130,157,2.8636363636363638,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
131,158,2.806451612903226,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,159,2.892857142857143,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
133,160,2.8771929824561404,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
134,161,3.6359223300970873,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
135,162,4.205882352941177,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
136,163,3.5606060606060606,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
137,164,3.3214285714285716,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
138,165,3.5555555555555554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
139,166,2.8333333333333335,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
140,168,3.0833333333333335,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
141,169,2.4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
142,170,3.2285714285714286,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
143,171,3.8333333333333335,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
144,172,2.6792452830188678,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
145,173,2.6693548387096775,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
146,174,2.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
147,175,3.975,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
148,176,4.3076923076923075,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
149,177,2.75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
150,178,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
151,179,1.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
152,180,3.4027777777777777,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
153,181,2.264705882352941,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,183,3.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
155,184,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
156,185,3.0401785714285716,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
157,186,2.8229166666666665,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
158,187,4.125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
159,188,3.4583333333333335,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
160,189,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
161,190,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
162,191,2.4166666666666665,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
163,193,2.4714285714285715,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
164,194,3.6666666666666665,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
165,195,3.1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
166,196,2.6666666666666665,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
167,198,3.25,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0
168,199,4.125,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
169,201,3.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
170,202,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
171,203,3.4318181818181817,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
172,204,2.716666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,205,3.1666666666666665,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
174,206,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
175,207,3.4285714285714284,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
176,208,2.9130434782608696,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
177,209,3.1666666666666665,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
178,210,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
179,211,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
180,212,3.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
181,213,3.8333333333333335,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
182,214,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
183,215,4.041666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
184,216,3.326530612244898,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
185,217,2.3333333333333335,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
186,218,3.4285714285714284,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
187,219,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
188,220,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
189,222,3.75,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
190,223,3.855769230769231,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
191,224,3.6125,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
192,225,3.5384615384615383,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
193,227,2.8636363636363638,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
194,228,2.3333333333333335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
195,229,3.4285714285714284,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
196,230,3.3958333333333335,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
197,231,3.0601503759398496,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
198,232,3.892857142857143,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
199,233,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
200,234,2.588235294117647,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
201,235,3.6785714285714284,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
202,236,3.477777777777778,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
203,237,3.340909090909091,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
204,238,4.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,239,3.0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
206,240,2.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
207,241,4.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
208,242,3.6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
209,243,3.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
210,246,4.293103448275862,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
211,247,3.9285714285714284,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
212,248,3.176470588235294,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
213,249,3.7222222222222223,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
214,250,2.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
215,251,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,252,3.453488372093023,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
217,253,3.458715596330275,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
218,254,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
219,255,2.0714285714285716,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
220,256,2.8285714285714287,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
221,257,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
222,258,2.6,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
223,259,3.2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
224,260,4.231075697211155,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
225,261,3.880952380952381,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
226,262,3.9047619047619047,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
227,263,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
228,265,3.9393939393939394,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
229,266,3.3970588235294117,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
230,267,2.9411764705882355,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
231,269,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
232,270,3.4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
233,271,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
234,272,3.7580645161290325,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
235,273,2.9464285714285716,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
236,274,2.9285714285714284,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
237,275,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
238,276,3.25,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
239,277,3.223684210526316,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
240,278,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
241,279,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
242,280,4.076923076923077,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
243,281,3.7857142857142856,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
244,282,3.3375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
245,283,3.6666666666666665,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
246,284,4.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
247,285,4.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
248,287,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
249,288,3.233695652173913,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
250,289,3.5625,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
251,290,4.035714285714286,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
252,291,2.3333333333333335,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
253,292,3.4257425742574257,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
254,293,4.018796992481203,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
255,294,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
256,295,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
257,296,4.197068403908795,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
258,298,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
259,299,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
260,300,3.5185185185185186,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
261,301,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
262,302,3.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
263,303,2.953125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
264,304,3.6666666666666665,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
265,305,2.8333333333333335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
266,306,4.21875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
267,307,3.8958333333333335,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
268,308,4.025,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
269,310,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
270,311,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
271,312,1.4444444444444444,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
272,313,3.3333333333333335,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,314,3.75,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
274,315,3.0789473684210527,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
275,316,3.375,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
276,317,3.2037037037037037,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
277,318,4.429022082018927,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
278,319,3.6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
279,320,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
280,321,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
281,322,3.55,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
282,324,4.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
283,325,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
284,326,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
285,327,2.823529411764706,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
286,328,3.15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
287,329,3.3935185185185186,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
288,330,3.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
289,331,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
290,332,2.8333333333333335,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
291,333,3.78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
292,334,4.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
293,335,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
294,336,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
295,337,3.7662337662337664,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
296,338,2.8421052631578947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
